Comment,Sentiment
You are an inspiration to all creators out there !!,Positive
Team Water is a great initiative,Positive
Thank you so much all creators,Positive
nah bro he’s rapping now I think,Neutral
- mango mustard,Neutral
No. youtuber in the world. Unbeatable.,Positive
Happy year anniversary,Positive
"we're not eating tom"""""",Neutral"
He is amazing he deserved that money,Positive
yea,Neutral
I swear the universe always gives Speed a W.,Positive
bro got so happy right there,Positive
use it as an Uber,Neutral
This is Josh’s redemption arc,Positive
Mrbeast plz do potatoes challenge plz,Neutral
Woo hoo!! Honored to be a part of Team Water!!,Positive
SPEED VS KHALID WAS INSANE,Positive
Who else cried watching this video,Positive
Imagine losing to middle schoolers and then getting Fortnite emoted on,Neutral
years later, and you're the most subscribed Youtuber in all the land!,Positive
million views in hours is wild,Positive
How many people here want to participate in such challenges?,Neutral
This made me cry wot a legend,Positive
ABSOLUTE CINEMA,Positive
The military is so kind to support creators,Positive
Congrats on M,Positive
Nolan being an actual heart warming part of the video was amazing.,Positive
. million jet k lamborghini k offers k for more days Total= . million offers in one video,Neutral
Have of the worlds smartest people compete in a series of intellectual puzzles & games ranging from History, science, mathematics ect. winner take all,Neutral
Colin Furze is not preparing for nuclear fallout , he is prepping for a zombie apocalypse,Neutral
i can watch this again and again all time!,Positive
I was worried about the finale, but I'm so glad that they didn't betray each other,Positive
Madison Beer being with Nolan before gta is crazy,Neutral
A beautiful video.,Positive
With this clever trick... he got a personal pilot for days without paying almost anything!,Positive
Nolan is literally me,Neutral
Damn! you got it.,Positive
The best project that brings together YouTubers,Positive
. million in hours is crazy,Positive
Incredible years. Congrats!!,Positive
Bro that hug really felt me cry,Positive
Congratulations U made it,Positive
nice challenging video,Positive
u wont believe this but thats me in,Neutral
Coach wall will always be in our heart though he may not be here on earth.,Positive
I volunteer for the quit smoking challenge !! Been trying to quit for years,Neutral
this man knows how to deescalate a problem.,Positive
Nolan with Maddison beer was very unexpected,Positive
Bro this is…….REVOLUTIONARY!!!!!,Positive
that’s Airack,Neutral
I think you got a little more than million,Positive
Him bringing out bible versus was amazing,Positive
she missed her chance to say every date is priceless with you,Neutral
It's so heartwarming to see them together again!,Positive
madison driving and nolan being a passanger prince is killing meeeeee,Positive
Nothing beats a JetYou Holiday!,Positive
this must be the most emotional and motivational video I have seen,Positive
WE MAKE RIGHT PERSON FAMOUS,Positive
the doctor wanted to see how much he weighed hahahhahah,Neutral
It's such 'Fear Factor',Neutral
I was in tears Did not expect that at all. What a beautiful soul he was,Positive
Amazing! Congrats!!!,Positive
Best,Positive
The best motivation video to ever watch. Lesson: persistence is key!,Positive
Bro has the courage to ask about UFOs, glad they made it out alive!,Neutral
Hopefully you get M!!,Positive
AN IDOIT SANDWICH,Neutral
I cried for the coach he is so nice,Positive
right when they just became the bestest friends.. thats sad..,Positive
This is one the greatest video from mrbeast i have ever seen,Positive
Thanks you,Positive
I didn't expect coach to be gone. Almost cried he was incredibly nice.,Positive
I Kinda wanna get a longer version… I mean days put in mins is Crazy Edit: Wee Need the uncut version,Neutral
we did it? seriously?,Neutral
Let's agree that the only reason to watch the full video is to see whether they became a couple again,Neutral
Mrbeast legendary assist,Positive
Hey beast ,new subscriber from,Positive
Love you,Positive
Brother we are all winners - Khaled,Positive
So happy to have been a part of this,Positive
covering the plushies eyes was so cute,Positive
Very happy seeing you two happy,Positive
Ian was so smart with reading the book about rocks, definitely helped A LOT. Lenny put in the hard work too. They both were so smart, I underestimated Ian. He's great at drawing and he's an empath,Positive
$ wedding vs. $ million dollar wedding,Neutral
Wow , congratulations!!,Positive
Chandler is literally everyones favourite,Positive
Proud to be apart of this video,Positive
This was the most beautiful ending, one, chain brought them back together after three years, how beautiful,Positive
Congrats for years anniversary,Positive
It's so refreshing to see him being genuine,Positive
WOW nice video,Positive
This ending was so sweet,Positive
W Production,Positive
Bro the h with Nolan for unlimited DoorDash was literally a huge gift,Positive
Aloo is the winner,Neutral
Your are great person beast big big thankyou from Nepal,Positive
POLAND MENTIONED RAAAHHHHHHHH,Neutral
The next challenge is '$ wedding vs M $',Neutral
I love how everything’s insane but still perfectly safe,Positive
Congrats on K subs bro,Positive
Sorry for ur coach loss,Positive
Those two are now brothers for life you can see it in their eyes and that's just amazing to me,Positive
you might have crossed million,Positive
strongest man vs child now,Neutral
Government Creators,Positive
what a fantastic video was it,Positive
bros no.,Neutral
We made the right person famous,Positive
To shower,Neutral
thousand to M is INSANE,Positive
Bro this is…….REVOLUTIONARY!!!!!,Positive
I think the next challenge should be days in a haunted house for k Dollars,Neutral
It shows how much they needed a friendship and that people these days have to value it because it is harder to make friends because most people wouldve taken it,Positive
roUnD,Neutral
w sophie for the m donation!,Positive
LOVE THIS!,Positive
Getting ex couple together and locking them up,thats crazy,Positive
this is one of the Airbnb’s that Ryan Trahan stayed in for the states in days series,Neutral
That shot of Chandler was actually incredible!,Positive
That made me tear up when he told him coach wall passed,Positive
I was worried about the finale, but I'm so glad that they didn't betray each other,Positive
Hopefully you get M!!,Positive
The Cheyenne Mountain complex and the base used for the Stargate SG series are incredible.,Positive
How proud would I be to watch this video now? That's really amazing.,Positive
If bro was single he'd easily do the extra . Relationships and marriages come at a cost of a certain freedom and free will,Neutral
This is really proud moment for every man he set goal before yrs now achieved it way ahead than that goal is really crazy keeps it man you are doing great and lot more wishes to you to reach Billion subs on yt,Positive
What did you get on that test?,Neutral
And Mrbeast is back,Positive
Thankful to be part of this incredible project!,Positive
k to m, in years, insane. love that you do this videos, i hope there are more coming in the future?,Positive
The military is so kind to support creators,Positive
very happy for both of them. they are now the best of buddies,Positive
is that him..?,Neutral
I can’t believe we got nolan dating madison before gta,Neutral
life is roblox,Neutral
TEAM WATER,Positive
Why'd I get so excited when Speed and Chandler won!,Positive
Wow congratulations,Positive
AIRACK LET ME IN YOUR VIDEO,Neutral
karl getting lectured by gordon is peak,Positive
Saying no to the shower just to say yes to the little yard is insane.,Positive
Nolan with Maddison beer was very unexpected,Positive
Am I the only one who doesn’t realize how fast time passes while watching?,Neutral
Bro is perfect example of hard work,Positive
Next time do silver back gorilla and man hehe,Neutral
It hurts to lose someone you ' ve formed a deep bond with,Positive
"years not seeing eachother and the first thing bro said was ""What's up dude?"",Neutral"
I wasn't expecting the video this emotional,Positive
Coach wall has been helping him everyday and he was supporting him and helping him lose weight and honesty, and confidence,Positive
Proud of you both,Positive
Thank you for subscriber complete,Positive
Yeah we made the right person famous.,Positive
Who want participate in such challenge ?,Neutral
I'm eating feastables for the first time.,Neutral
All the stunts here were super easy,Negative
Such a legend you are!,Positive
this is the perfect balance of happiness, sadness, comedy, and randomness, absolute cinema.,Positive
Damn! you got it.,Positive
All those who want to be on the next video here,Neutral
the little mouth twitch,Neutral
what's bro just say,Neutral
Happy ending,Positive
omg Ryan trahan was there, it’s an airbnb,Neutral
Beast, when you have your wedding, do a $ vs $,, wedding video,Neutral
The loss is so sad,Positive
Thank you,Positive
nooo,Neutral
Mrbeast Aloo khaoge,Neutral
days with old people in a gaming room and young people in a room with rocking chairs,Neutral
Changing the world with Team Water!,Positive
Anyone else love when Nolan is happy,Positive
yea,Neutral
Mrbeast can do anything to people as long as money is involved,Negative
This ending was so sweet,Positive
Legendary it’s BACKKKKKKK,Positive
What was your score in that history test?,Neutral
Bro do the challenge of spending days as a astronaut pllsss,Neutral
boi is that a reference?!? tuff,Neutral
These people are definitely kind people.,Positive
This has to be one of the emotional convicting video I have ever watched,Positive
It just shows how numbers and teamwork can easily beat strength,Positive
The videos are getting more & more insane, but we love it,Positive
Bro is really very big and kind hearted,Positive
I've been to that hotel it's a w,Positive
Nolan gonna heartbroke after realize that it was a just for a video,Negative
million people now have what so many of us take for granted. This is humanity at its best. The joy on the faces of the villagers is the most beautiful thing I’ve seen all year.,Positive
Congratulations on more than mill,Positive
Nolan’s jokes are,Neutral
Next video gorilla VS man,Neutral
Happy for you and the journey from k subs to Million is crazy,Positive
DJ Khaled was the last thing I expected for this video. But man pulled up,Positive
Once again, we have shown that friendship is the best,Positive
May Coach Wall's heart always have a place in this world.,Positive
Dang dude. This is awesome. Congratulations homie.,Positive
I’m literally gonna cry coach wall was a legend,Positive
tom the turkey carried the video,Positive
The setting is so fun!,Positive
I donated today! I’m super excited about giving,Positive
Was Finny,Positive
We Who's wee ¿,Neutral
Coach wall is the nicest coach and legend,Positive
dollar prisoner vs million dollar prisoner,Neutral
They: Me: You:,Neutral
Legend,Positive
The editing is very impressive I learned a lot from it.,Positive
was crazy,Positive
Alooo(potato) farming challenge you should do,Neutral
You guys are the reason why I still hope for humanity!!,Positive
This was probably one of the most interesting videos you've made, it's cool how they kind of created the plot and you were just there givng them stuff to do so.,Positive
This actually made me cry,Positive
Proud to be involved,Positive
Parkour challenge ?,Neutral
"Imagine booking a trip to disney, only for them to say ""sorry mrbeast has booked the entire park"",Neutral"
Happy years. Congrats!,Positive
The Best Episode of All Time,Positive
Opened the app at the perfect time,Neutral
Happy years! You’ve been great!!!,Positive
Coach wall lives on,Positive
Congrats on mill, man,Positive
I am proud that there are such people in our world and Orkun is shining :),Positive
And now you are successful bro we are from the future,Positive
Very Hard Challenge,Neutral
Bro using the book from the library to destroy the rock was genius,Positive
The military is so kind to support small content creators,Positive
This is one of the most epic challenges I've ever seen,Positive
"And even tho you don't need it it comes with shampoo!"""" Bro roasted him respectfully"",Neutral"
The next challenge is '$ wedding vs M $',Neutral
This is one of the most epic challenges I've ever seen,Positive
Moral of the video: communication, understanding is important in a relationship.,Positive
this video was hard to watch,Positive
Proud To Be Part Of This,Positive
The production quality is worth sharing I will come back to watch it again.,Positive
THAT WAS PERSONAL,Neutral
Congrats on mill. man,Positive
AN IDOIT SANDWICH,Neutral
"Guys he already won the challenge you can leave the video now."""",Neutral"
He didn't lose hope, he Gained inspiration,Positive
Nolan: “HEHEHEHEHEHE ” Madison:,Neutral
A bunch of space based challenges based on astronaut training and a trip to space as a prize would be awesome,Neutral
is diabolical,Neutral
this sounds a bit to familiar to another certain sponsor...,Neutral
watching this at AM , and motivating me !! if we all just lock in for one year, and push harder we can get these results !,Positive
Congrats!!!,Positive
right when they just became the bestest friends.. thats sad..,Positive
“Yk what’s crazy , you “ is wild,Neutral
sorry for the loss of your coach im sure coch would be proud of you,Positive
A Man with Diamond Heart,Positive
This video is so emotional,Positive
Hopefully you get M!!,Positive
Over million view in hours is insaneee,Positive
speed bro,Neutral
THE REUNION OF COUPLES,Positive
If bro was single he'd easily do the extra . Relationships and marriages come at a cost of a certain freedom and free will,Neutral
He deserved it. Very strong man.,Positive
Happy for you and the journey from k subs to Million is crazy,Positive
Also for those of you curious to help offset the carbon emissions from the jet,Neutral
This is an amazing concept. I love this,Positive
,Neutral
He wasn't just a coach, he was the best thing in the episode and he made me cry.,Positive
Bro's evolved, he's in the billions now,Positive
we?? we did this??,Neutral
come on Arriack too obvious,Neutral
Colombia is grateful to you, simply thank you,Positive
bro he was not even trying,Neutral
the coach is a legend...,Positive
We ?,Neutral
Happy th anniversary! And Success!,Positive
So happy to be apart of this and help out,Positive
Congratulations brother,Positive
I am so happy to see this it maid me smile,Positive
Nolan's a legend,Positive
we did it? seriously?,Neutral
FR,Neutral
Thank you for including this beautiful project with us, cheers to the mrbeast water team!,Positive
Not her covering the plushie's eyes,Positive
The way he refuses to get another trainer is very heart warming.,Positive
yo what,Neutral
Congratulations on your journey fam,Positive
The moment when the world begins to rain tears,Positive
Always getting into exciting adventures,Positive
Every Date was wholesome Nolan's first date was funny at the start,Positive
NOLAN YOU HAVE TO LOCK IN,Neutral
Incredible journey!!!!!,Positive
Singles button,Neutral
Ohhh wow,Positive
Congrats on the mil bro,Positive
Team water has a golden heart,Positive
Dude, the coach was nicest person ive ever seen.,Positive
What if mrbeast become the President? Then the world will be,Positive
Its crazy the vidéo at . millions,Positive
NEXT CHALLENGE - tree planting,Neutral
YESSS. NOLAN DESERVEDDS ITTT SO MUCHHH,Positive
It's okay that at the boy is bigger than Nolan. Why did you put him there? At this rate, you could have put him alone against the muscleman.,Neutral
Awesome video,Positive
do a challange where someone has spend days in a yacht,Neutral
I think Coach Wall is very proud of him , he was strong and pushed trough,Positive
“ no taksies backsies” bros a millionaire,Neutral
Dang dude. This is awesome. Congratulations homie.,Positive
Wow! This is truly heart warming. The love they hav is just outta the wrld,Positive
I'm honestly surprised they were able to even get past the front door of Cheyenne mountain... that's CRAZYYY!!!! ONE OF THE MOST SECURED FACILITIES ON THE PLANET!,Positive
yes im living on hard mode :D !!!!!!!!!!!!!!!!!!!!!,Neutral
that ankle breaker tho,Positive
i love seeing nolan happy,Positive
THANK YOU FOR MILLION SUBSCRIBER,Positive
The vocals are stunning.,Neutral
Happy year anniversary,Positive
This is one of the most epic challenges I've ever seen,Positive
who is we?,Neutral
i really love you,Positive
This stuff restores faith in humanity,Positive
Be blessed and continue to support humanity hand-pink-wavinghand-pink-waving,Positive
That amazing,Positive
Bro was menace throughout the entire video,Neutral
“Another one”,Neutral
Very sad about the coach he was a brilliant person,Positive
the women’s react about not showering,Neutral
Happy years! You’ve been great!!!,Positive
is so cute,Positive
Aloo is the winner,Neutral
"bro took ""lemme just try it out"" a little too far,Neutral"
“You Worried You Might Break It?” Is Crazy,Neutral
great joke nolan,Positive
that British accent is W,Positive
THAT ENDING WAS CINEMA,Positive
The military is so kind to support small content creators,Positive
They get a ton of money and a relationship, life couldn’t get any better,Positive
I'm proud of how great YOU'VE BECOME!,Positive
this man knows how to deescalate a problem.,Positive
tom the turkey is so majestic,Positive
love seeing Mbeast happy,Positive
coach Wall was a big reason why this man’s life was changed, he’s a legend.,Positive
Nolan be like:I am not irratated.,Neutral
IS THAT SADIE FROM RDR???,Neutral
seeing tia and best matching energy is so fun,Positive
"Chandler in Million golf shot was insane"""" Now: Then: Always:"",Neutral"
Bro Nolan and Madison are so cute! So rooting for them xx.,Positive
They get a ton of money and a relationship, life couldn’t get any better,Positive
The coach would be proud of him.,Positive
we have a dragon fan right there, Iron Flame, Onyx Storm and Eragon, thats some very nice reading material right there.,Neutral
we did it? Lol ..yeah,Neutral
Too much,Positive
Ian was so smart with reading the book about rocks, definitely helped A LOT. Lenny put in the hard work too. They both were so smart, I underestimated Ian. He's great at drawing and he's an empath,Positive
welcome to the million club XD,Positive
You are great sir your helping behaviour is best humanity in the world,Positive
I work in the Cheyenne Mountain complex. This video was a great example of how much more money the government has. The Complex is actually a lot bigger than what it shows in the video.,Neutral
Mrbeast really out here creating the most beautiful friendships and changing lives.,Positive
Legend! x your goal. This is the most inspirational video I've ever seen. I'm hyped up seeing this.,Positive
I have to say, I love the way you merge other previous videos with this video, so cool!,Positive
Chandler's curve shot on golf was insane!,Positive
It's such 'Fear Factor',Neutral
Josh is ragebaiting her so hard,Negative
This coach is the best motivator for him, I'm sure he would be happy to see him lose weight.,Positive
We made the right person popular,Positive
This story made us cry,Positive
Super Beast,Positive
I’ve always wondered how do people get picked for these videos because I could easily do months on a jet for the jet and an additional half a million dollars,Neutral
Damn he really loves her, love to see you both!!,Positive
THANK YOU FOR HELPING ALL OF THOSE PEOPLE,Positive
Bed over lamborghini is crazy,Neutral
I would be really glad if Nolan and Madison will going on a nd date,Neutral
This is insane days is a lot in such a confined space,Positive
And Mrbeast is back,Positive
. Support you,Positive
I am proud that there are such people in our world and Orkun is shining :),Positive
thought he was gonna quit,Neutral
It's so refreshing to see him being genuine,Positive
, you're not just a YouTuber, you're a legend! Thanks for changing lives every,Positive
I'm proud of how great YOU'VE BECOME!,Positive
Nolan finally locked in,Positive
Yes, you have succeeded and become the most famous YouTuber in the world. Our warmest congratulations to you.,Positive
How beautiful moment you guys made..,Positive
Under hour gang k,Neutral
I am always wondering, if taking all the money and splitting it after the video is allowed? It would make so much sense so often...,Neutral
Nice to see, they bonded, friends for life.,Positive
Congrats on K subs bro,Positive
Nolan being an actual heart warming part of the video was amazing.,Positive
Nice Video < !,Positive
Awesome,Positive
Daym years . That little boy is now biggest youtuber in the world,Positive
Glad Chandlers back.,Positive
Mrbeast can do anything to people as long as money is involved,Negative
This was probably the most emotional video after a long time,Positive
THE REUNION OF COUPLES,Positive
Poor coach, he supported him, he was a legend,Positive
Proud to be apart of this video,Positive
bro was happy,Positive
Nolan seeming to be happy is just lovely,Positive
Bro didn't take shower for days. This challenge is insane,Neutral
Not only me seeing this whole video being single,Neutral
Yeah, you did it, how great u are,Positive
I'm so glad Ian and Lenny were so selfless,Positive
I love helping and supporting small creators,Positive
It was really awesome seeing a video featuring Nolan being happy. It was heart warming.,Positive
MRBEAST,Positive
one of the best mrbeast video for a while,Positive
These videos just gets crazier and crazier,Positive
NEXT CHALLENGE - tree planting,Neutral
Not her covering the plushie's eyes,Positive
Great vidio,Positive
nice challenging video,Positive
He'll be able to make a fortune with that jet,Neutral
Nolan is just me,Neutral
Big brother, I really enjoy watching every one of your videos. This video is truly amazing!,Positive
Nolan having awkwardness rizz is crazy to see!!,Positive
Honesty none of us are used to it either,Neutral
Its great to be part of this project,Positive
THANKYOU FOR GIVING COLIN THE GOAT SO MUCH SCREEN TIME !!!!,Positive
One of the satisfactions of having a lot of money is helping others in need.,Positive
I Kinda wanna get a longer version… I mean days put in mins is Crazy Edit: Wee Need the uncut version,Neutral
This is pretty cool. Congrats.,Positive
Mrbeast is so tall,Neutral
I just love chandlers nonchalant attitude,Positive
That amazing,Positive
This has been awesome and heart felt video. So proud of what you’ve built over the last years and excited to see where it goes into the future. Continue being the amazing person you are!,Positive
Nolans masterclass,Positive
Nice video bro,Positive
This was the most friendly teamwork I’ve ever seen :D,Positive
bro said,Neutral
You are legendary! A story of a hero,Positive
The videos are getting more & more insane, but we love it,Positive
……… don’t… do.. it….. '!!!!!!!!!!!!,Neutral
she was willing to cut the chain to feet and lose $, to open a mystery door, but wouldn't shorten the chain to ft for bros mental health lmao,Negative
I would be really glad if Nolan and Madison will going on a nd date,Neutral
Nice Video < !,Positive
Bro made sure that they don't overcome their past relationship...,Negative
Bro using the book from the library to destroy the rock was genius,Positive
Nolan is going places,Positive
WE MAKE RIGHT PERSON FAMOUS,Positive
What fuels your passion?,Neutral
We gave fame to the right person,Positive
"I Better have M subs"" and got M Insane"",Positive"
Under hours,Neutral
Congratulations, you made it.,Positive
Poor coach wall he will always be remembered...,Positive
The most successful YouTuber,Positive
WW: assassination WW: failed artist WW: Tareq's adhd,Neutral
bro got to far,Neutral
The prizes this time for each days was actually one of the best ideas mrbeast thought of so far imo,Positive
Nolan I believe in you!,Positive
That jet is amazing!,Positive
Coach Wall made us all cry in tears,Positive
Not showering for days is crazy,Neutral
Do challenge Messi and Cristiano Ronaldo in one room days.,Neutral
Survive challenge pls,Neutral
finally happy ending,Positive
Would you do it for Nolan’s mom?,Neutral
They stuck together I’m so happy for them both,Positive
Congrats!,Positive
Coach wall wasn’t just a coach, he was a brother and defining figure in this man’s transformation,Positive
And Mrbeast is back,Positive
Nolan & Madison was next level,Positive
Team water has a golden heart,Positive
Coach wall… you were the best to ever do it,Positive
That was a Blast from the Past and great seeing Colin Furze.,Positive
Did he say fortnight,Neutral
so nice of you to help out a financially struggling pilot,Positive
Next challenge days,Neutral
Madison and Nolan are so cute together idk why,Positive
Chandler is literally everyones favourite,Positive
