Comment,Sentiment
It is so nice to see Nolan happy and not bullied.,Positive
The Cheyenne one is just absolutely crazy. Stargate vibes but even better !,Positive
Aloo gang attendance,Neutral
I could see the happiness on those pure hearted people.,Positive
Did this video remind anyone else of Fear Factor?,Neutral
You fed me = happy woman,Neutral
Man this is truly incredible, it brings me to tears and brings me hope in humanity again,Positive
Nolan's ideal partner, the turkey hahaha,Neutral
First thing I thought of when I saw this was “nothing beats a Jet holiday!”,Positive
Beautiful ending,Positive
I'll be happy to host you on your next trip to Tanzania,its a perfect season to witness the great wildebeest migration in the serengeti,Positive
The history test grade is now the world's biggest mystery,Neutral
Bro the h with Nolan for unlimited DoorDash was literally a huge gift,Positive
The curse shot by chandler was Actually big W,Positive
editors were edging us bruh,Neutral
Mrbeast plz do potatoes challenge plz,Neutral
The last part of the video makes me cry,Positive
Love u BEAST..,Positive
I literally cried in this video,Positive
This video made me laugh way more than expected,Positive
This is amazing,Positive
MRBEAST,Positive
Glad to be a part of this..Thanks.,Positive
the ahhhhhhhhh is so funny,Positive
Nolan is effortlessly funny,Positive
I loved seeing u both together....it heart warming,Positive
You should do a challenge surviving days with David Goggins,Neutral
Would you do it for Nolan’s mom?,Neutral
Jimmy's new videos have been awesome,Positive
crore views in days,Positive
Nolan gonna heartbroke after realize that it was a just for a video,Negative
un vs Messi,Neutral
Nolan & Madison was next level,Positive
ABSOLUTE CINEMA,Positive
You are the source of success, Beast. Congratulations. I wish you continued success.,Positive
This is one of the most inspirational videos I’ve ever seen,Positive
In honor of coach wall we all should get fit,Positive
“days? Bro I can barely survive hours in economy class.”,Neutral
This is so touching.,Positive
We just need more videos with Chandler. Is the goat,Positive
I just realised, I was smiling throughout the video !,Positive
Why'd l get so excited when Speed and Chandler won!!!!!!,Positive
We made the right person popular,Positive
What if you put a student and a teacher together for days,Neutral
Happy years!Congratulations,Positive
Inspiring . Congrats on such a amazing journey,Positive
"""Its fun winning"" Is just perfect,Positive"
Loved seeing you both !,Positive
Jimmy's new videos have been awesome,Positive
Don't worry bro, u still alive and now u are comming to reach M subscriber,Positive
Nolans masterclass,Positive
its every mans weakpoint,Neutral
Hopefully you get M!!,Positive
Caught your lonely ahh smiling,Neutral
was freakinngly incredible,Positive
so nice of you to help out a financially struggling pilot,Positive
Wait I can see someone in the cockpit driving it haha,Neutral
Mrbeast is a Mythical Legend,Positive
I still couldn't believe coach Wall is gone. So sad,Positive
This is not just entertainment, this is motivation.,Positive
Ian was so smart with reading the book about rocks, definitely helped A LOT. Lenny put in the hard work too. They both were so smart, I underestimated Ian. He's great at drawing and he's an empath,Positive
Congratulations for being the best youtuber and you have success in life,Positive
Can i have a million dollars?,Neutral
That's an Amazing Gift, you've given us. Thank you !,Positive
Making smokers/alcoholics survive in a house for days without cigs and alcohols,Neutral
w sophie for the m donation!,Positive
WHAT GRADE DID YOU GET ON THE HISTORY TEST??,Neutral
He tried very hard, but most of all he felt emotional pain and sadness for the coach,Positive
Legend! x your goal. This is the most inspirational video I've ever seen. I'm hyped up seeing this.,Positive
is so cute,Positive
The moment when the world begins to rain tears,Positive
Nolan out here fumbling the bag.,Negative
mustard? mango? is that you?,Neutral
That shampoo's was personal,Neutral
DO NOT TEXT YOUR EXES!!,Neutral
Congrats for mil. Didn't even notice omg,Positive
Imagine a huge box truck converted into a tiny room with beds, snacks, fans, and even a gaming console. But here’s the twist — the truck keeps driving around the city nonstop! Every hour, a new surprise,Neutral
Really proud of this man and other youtubers who involved in this,Positive
The coach is so nice I felt sorry for him,Positive
This has been awesome and heart felt video. So proud of what you’ve built over the last years and excited to see where it goes into the future. Continue being the amazing person you are!,Positive
how about a boxing match?,Neutral
Happy years! You’ve been great!!!,Positive
jimmys video schedule has gotten a lot better,Positive
I love helping and supporting small creators,Positive
love seeing Mbeast happy,Positive
You have MORE Then one million bro!,Positive
Coach Wall was the Most Caring coach I have ever Seen. He was not just a coach he was a Brother.,Positive
Thank you for subscriber complete,Positive
Best Content Creator Love from Ghana,Positive
Can you lock me in one of these rooms for days so I can quit smoking , vaping, and drinking??,Neutral
Proud to be involved,Positive
They: Me: You:,Neutral
I'm a corrections officer and that set was pretty legit. Awesome video as always!!,Positive
Congrats to the winners,Positive
happy ending,Positive
thank you so much for inviting me to help support the cause!,Positive
is crazy,Positive
Did this video remind anyone else of Fear Factor?,Neutral
I love suppporting these small youtubers,Neutral
Coach Wall is one of the people who always motivated you and encouraged you to do your best, he's a legend,Positive
I hope you reached your goal!,Positive
Yeah, you did it, how great u are,Positive
Coach Wall was geuniely one of the most supportive and kin people l have ever seen,Positive
from a , dollar island to a . million dollar jet is a crazy transition over time in the money spent over a single vid,Positive
Loved seeing you both !,Positive
I cried watching this, May Coach Wall stay in peace,Positive
YESSS. NOLAN DESERVEDDS ITTT SO MUCHHH,Positive
Be THERE or be SQUAREE!!..,Neutral
CONGRATULATIONS, you've made it.,Positive
Tareq could’ve started ww,Neutral
The most successful YouTuber,Positive
Tareq editing this vid:,Neutral
This story really made me cry the coach will always be great,Positive
That coach was so nice R.I.P,Positive
It's very cute,Positive
UNDER HOURS GANG,Neutral
Under hour gang,Neutral
holy refresh pull,Neutral
this is the perfect balance of happiness, sadness, comedy, and randomness, absolute cinema.,Positive
do a challange where someone has spend days in a yacht,Neutral
I don't think people understand how long days actually is because of short this video is. months and days. That's insane,Neutral
"""This shows that people can do anything for money. It also shows that there’s nothing money can’t do. And it proves that money is above all power."",Negative"
It's such 'Fear Factor',Neutral
We do together ~ coach wall R.I.P,Positive
"Where’s the “ hours inside a giant pumpkin""?,Neutral"
Coach Wall Really brought back humanity.W Coach Wall,Positive
so much has changed. happy year anniversary,Positive
Coach Wall what a legend R.I.P.,Positive
"""I'm doing this for myself, and now it's for coach too"" that hits hard,Positive"
thank you so much for inviting me to help support the cause!,Positive
the cameraman,Neutral
poor tom,Neutral
Was anyone about to cry when we got the news about Coach,Positive
bro that’s where ryan trahan stayed,Neutral
CONGRATULATIONS, you've made it.,Positive
To be with the person you love wherever you are,Positive
Finally not showering pays off for someone,Positive
This the type of uplifting motivation people need,Positive
Bro, you have reached % more of your goal,Positive
I loved the another days,Positive
very happy for both of them. they are now the best of buddies,Positive
Man the coach was the definition of friend smartness and kindness,Positive
Awesome,Positive
coughing babies vs hydrogen bombs,Neutral
Think about how much footage there was to edit. The editors are goated fr,Positive
So happy to be a part of this,Positive
Dude said no to a shower but yes to a gym,Neutral
Hello, congratulations,Positive
Congrats man, you've come a long way,Positive
One of the saddest videos of mrbeast....tribute to coach wall,Positive
thank you so much for inviting me to help support the cause!,Positive
poor tom,Neutral
Thank all for making a difference in the world with team water im happy to be a part of it! :),Positive
Thankful to be part of this incredible project!,Positive
its every mans weakpoint,Neutral
After being stuck for days, he finally stepped off the jet only to get right back on!,Neutral
Coach Wall would be so immensely proud to see him make it.,Positive
I love how you are spending more time with her rather than making longer video,Positive
use trigonometry,Neutral
Lock someone up with their crush next,Neutral
Coach wall was THE best coach u can ask for.,Positive
Best,Positive
Only if Hersheys saw this,Neutral
Congrats, you've really made it,Positive
TEAMWATER!,Positive
nice handshake,Positive
An Absolute Legend,Positive
I love this thanks for changing a life Jami,Positive
the classic meme,Neutral
"- the cup that said "" minute walk"" LMAO!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Where? Where are you gonna walk?,Neutral"
Jet really said: stress-free travel only! Nothing beats that.,Positive
What a strong man, he deserved it,Positive
the best video ever,Positive
days alone with AI,Neutral
The exPrisoner is definitely The OG of this challenge,Neutral
I was really entertained by your content, when I was off work. (Aku sangat terhibur dengan conten-contenmu, saat aku libur kerja).,Positive
Tomorrow I will start losing weight. Thanks for the inspiration.,Positive
underwater challenge?,Neutral
Congratulations to all of you. Orkun, you are our pride and joy.,Positive
this makes me smile,Positive
We need more Nolan and Maddison,Neutral
atleast he made three version of himself,Neutral
I cried for the coach,Positive
Woo hoo!! Honored to be a part of Team Water!!,Positive
"He had the chance to say ""This might be the dollar date but with you, its priceless"",Neutral"
Amazing,Positive
Love the use of beast games guards!,Positive
that British accent is W,Positive
proud of Ian for doing the right thing. he earned a friend for life.,Positive
Salute kind men,Positive
Just a beginner here ! But still I will try to contribute as much as I can,Positive
That's an Amazing Gift, you've given us. Thank you !,Positive
Under hour gang,Neutral
Nolan being happy in a video is a once in a lifetime moment,Positive
Doordash needs to come to more countrys,Neutral
Yooooo the set is,Positive
Thank you so much for the partnership! We’re truly happy to be part of this amazing project alongside the Team Water community.,Positive
that’s so sweetttt,Positive
That's an Amazing Gift, you've given us. Thank you !,Positive
This might be the most motivational video I have ever seen. Coach Wall,Positive
Congrats on reaching M subs,Positive
This is a story,Neutral
I'm honestly surprised they were able to even get past the front door of Cheyenne mountain... that's CRAZYYY!!!! ONE OF THE MOST SECURED FACILITIES ON THE PLANET!,Positive
We can all agree that we shed a tear when we heard the news about Coach Wall,Positive
I love mrbeast,Positive
Bro this is…….REVOLUTIONARY!!!!!,Positive
WHAT GRADE DID YOU GET ON THE HISTORY TEST??,Neutral
mustard? mango? is that you?,Neutral
Hard work are changing your badluck,Positive
Beautiful couple,Positive
GOATTTT Thanks for always being an Inspiration<,Positive
I am very sad for the coach This might be the most motivational video l have ever seen Coach wall,Positive
With the library, I'm glad Ian did what he did. I was going to say: since only one book was desired by Lenny, Ian couldve compromised by reading the Bible to him through the door once or twice a week. Transcribing it to paper was even better.,Positive
he is awesome,Positive
This video definitely boosted door dash orders yesterday,Neutral
This is legendary. You've made history!,Positive
W Production,Positive
Glad to be a part of this..Thanks.,Positive
Love you bro,Positive
Supper chaileng,,Positive
From preparing to history exams to now making History in humanity Insane achievement thala....,Positive
bro is clearly roasting Hershy's,Neutral
spend more time with your loved ones. happy to see beast happy haha,Positive
Madison Beer going on a date with Nolan was way too hilarious,Positive
Love this video,Positive
Tom is the most chilled Turkey I have ever seen,Positive
green fn,Neutral
Ryan and Haley did the Jammy time there,Neutral
Too much,Positive
Cant believe how far he has come! Congrats!,Positive
Plot twist: the $k goes straight to bail,Neutral
Thank you so much for the partnership! We’re truly happy to be part of this amazing project alongside the Team Water community.,Positive
Colin Furze is not preparing for nuclear fallout , he is prepping for a zombie apocalypse,Neutral
Bro didn't take shower for days. This challenge is insane,Neutral
Damn, he choosed a bed Over Lamborghini!,Neutral
"""It's a great outfit""... followed up by the creepiest laugh ever. I love you Nolan,Positive"
Humanity still exists, love this video.,Positive
This is one of the best social experiments I have ever experienced,Positive
Mrbeast for worldwide,Positive
I was smiling the whole video so wholesome,Positive
dollar prisoner vs million dollar prisoner,Neutral
This video definitely boosted door dash orders yesterday,Neutral
When the news about the coach came, I cried as if I had lost a friend too,Positive
It is crazy how far this man has come. Unbleavble goodjob,Positive
This man is genious seriouslly,Positive
This is so wholesome,Positive
he’s definitely a gamer,Neutral
this full transformation is insane,Positive
I was smiling the whole video so wholesome,Positive
I wonder if there'll be a years, years and years versions?,Neutral
Yeah, congrats on mil!,Positive
you see billions,Neutral
Coah Wall is one of the best ppl to have in your life, what a legend,Positive
This is probably the most anxiety inducing vid ever,Neutral
NAH THATS PLAIN FOUL CALLING SOMEONE BALD WITHOUT TRYING,Neutral
Would you do it for Nolan’s mom?,Neutral
Jimmy's new videos have been awesome,Positive
Imagine JET sponsored this,Neutral
I thought surviving hours in strange places was tough... but DAYS in one location? That’s discipline, mindset, and next-level motivation right there.,Positive
The setting is so fun!,Positive
You fed me = happy woman,Neutral
The ending is so heartwarming,Positive
Wow,that’s incredible!,Positive
Roast of Hershey is fantastic,Positive
Coach was watching over him, cheering him on. He's very proud.,Positive
this is the first time i’ve been able to watch a mrbeast video so early,Neutral
I'm super happy for you. Love your content. Love how you help so many people out there.,Positive
Nolan be like:I am not irratated.,Neutral
We gave fame to the right person,Positive
Majd we all cried with you for Coach Wall.,Positive
DO NOT TEXT YOUR EXES!!,Neutral
The risk YouTubers take for content is insane,Neutral
Achieving million views in days is dangerous,Positive
The most successful YouTuber,Positive
The “table” of briefcases of money. LOL,Neutral
I'm honestly surprised they were able to even get past the front door of Cheyenne mountain... that's CRAZYYY!!!! ONE OF THE MOST SECURED FACILITIES ON THE PLANET!,Positive
Congratulations on hitting M dude,Positive
we need another nolan - madison - combo,Neutral
Yooooo the set is,Positive
Truly honored to be a part of this,Positive
With the library, I'm glad Ian did what he did. I was going to say: since only one book was desired by Lenny, Ian couldve compromised by reading the Bible to him through the door once or twice a week. Transcribing it to paper was even better.,Positive
Nolan was too excited about that joke,Neutral
bro got to far,Neutral
the motorcycle part sent me,Positive
Cant wait for the $ wedding to ,, wedding series,Neutral
The candler curves is insane.,Positive
“Babe don’t get insecure he’s just an ex” The ex:,Neutral
u wont believe this but thats me in,Neutral
This is the first time i cried so hard watching mrbeast video,Positive
Mrbeast legendary assist,Positive
It’s so inspiring,Positive
I can’t believe we got nolan dating madison before gta,Neutral
Don’t worry your still alive,Neutral
UNDER HOUR CLUB,Neutral
more chandler more chandler!!!!!,Positive
Dude most likely gained a DECADE of extra life, or more. Wild.,Positive
Seeing Nolan being happy and not bullied in a video is honestly so heartwarming to see,Positive
Thanks for making a difference!,Positive
Man this is truly incredible, it brings me to tears and brings me hope in humanity again,Positive
Happy years. Congrats!,Positive
Next challenge survive underwater Days.,Neutral
Made me shed tears best video you have ever made !!!,Positive
Great content,Positive
Happy th anniversary man, you are a true legend!!,Positive
One of the most trippy yet inspirational things I've ever seen,Positive
Congratulations on your success bro,Positive
Nolan trying to rizz was crazy,Positive
Congratulations!, years are going by so fast.,Positive
He in your heart,Positive
Jet Holiday is the best!! Nothing can beats it!!,Positive
you should do a group of soldiers for days but they have to do the hardest military challenges ever for K money,Neutral
I love how you are spending more time with her rather than making longer video,Positive
this challenge is crazy,Positive
I just love how the military agreed to help out small creators!,Positive
THE REUNION OF COUPLES,Positive
Probably the most heart wrenching and beautiful video ive seen in a long time,Positive
You guys are truly amazing. Creating entertaining content and helping people at the same time!,Positive
He'll be able to make a fortune with that jet,Neutral
The great youTuber in the universe,Positive
Those two are now brothers for life you can see it in their eyes and that's just amazing to me,Positive
WW: assassination WW: failed artist WW: Tareq's adhd,Neutral
Honestly love them both definitely should be brought back for future challenges!,Positive
Over million views in hour is crazy.,Positive
I'm a Spanish speaker, but I love your content and you're truly a role model, Beast. Congratulations, we wish you the best!,Positive
!!!!OMG so cuteeee!!!!,Positive
HOW's the weather button,Neutral
I am so excited for this video,but more to see karl, love you karl and karls mom.,Positive
Ishowspeed come back is insane,Positive
Survive challenge pls,Neutral
Coach wall is probably one of the nicest people ive seen,Positive
Imagine JET sponsored this,Neutral
Happy for Nolan,Positive
Speed Core:,Neutral
I think you passed that million mark bro,Positive
That’s the kindness u help the world,Positive
Yeah dude! You made it! Congrats!,Positive
Kinda hard to watch ts while being single,Negative
bro needs to hesitate,Neutral
I can’t believe it’s been years bro, insane,Positive
I'm proud that I was able to be one of the creators to help out,Positive
WW: assassination WW: failed artist WW: Tareq's adhd,Neutral
“do you mind taking us to miami florida” “%” so he does mind?,Neutral
Happy years !, congrats,Positive
Congratulations for M subs,Positive
Just A Legend,Positive
Bros doing plane hostage vids now,Neutral
All those who want to be on the next video here,Neutral
I need ur help,Neutral
Damnit Nolan,Neutral
victor wembanyama,Neutral
Tareq could’ve started ww,Neutral
They get a ton of money and a relationship, life couldn’t get any better,Positive
He found the perfect ex couple to do this with because they were both WAY too enthusiastic about this bro,Positive
Nolan with Maddison beer was very unexpected,Positive
Honestly bringing the people from past videos was great,Positive
FREE PALESTINE,Neutral
Loved seeing you both !,Positive
We need more Nolan and Maddison,Neutral
Wall proved that a coach is none less than a companion a best friend,Positive
Nooolaaan,Neutral
Bro is calling us poor in languages,Negative
It’s amazing how you unite people from all over the world to help those in need.,Positive
It’s so inspiring,Positive
With the library, I'm glad Ian did what he did. I was going to say: since only one book was desired by Lenny, Ian couldve compromised by reading the Bible to him through the door once or twice a week. Transcribing it to paper was even better.,Positive
I love that Majd is in the videos more and more! He's so awesome!,Positive
Nolan pulling dates with maddison beer has given me hope,Positive
You are legendary! A story of a hero,Positive
Here are those of us who cry for coach,Positive
“no takeies backsies”,Neutral
Imagine a huge box truck converted into a tiny room with beds, snacks, fans, and even a gaming console. But here’s the twist — the truck keeps driving around the city nonstop! Every hour, a new surprise,Neutral
bro did him dirty,Neutral
It’s honestly calming to see Mrbeast actually happy,Positive
Who’s WE????,Neutral
Thank you so much .k,Neutral
This is unironically the most inspirational video I’ve seen in the past few months.,Positive
No. youtuber in the world. Unbeatable.,Positive
Nolan+Madison beer=,Neutral
"""I look at the door and just wished he walk through "".,Positive"
Proud of lan for doing that right thing earned a friend for life,Positive
Soo cute . . .,Positive
Speed did a legendary comeback,Positive
Such an Incredible years.Congrats bro!!!! Legend..,Positive
Bro is to OG,Positive
I was not expecting that this video will become so emotional,Positive
GOATTTT Thanks for always being an Inspiration<,Positive
THE REUNION OF COUPLES,Positive
Why is this scene so funny,Positive
Coach wasn’t just a trainer, he was a legend,Positive
This is actually so cool to see, safe to say you have more than a million,Positive
He’s actually goated for taking them wherever they want and not showering,Positive
Coach Wall a legend,Positive
Thanks for allowing us to be a part of this collaboration,Positive
nah bro he’s rapping now I think,Neutral
Love you coach so sorry for the loss,Positive
A beautiful video.,Positive
We made the right person a celebrity with this man,Positive
I cried coach wall,Positive
"days"" alone with Al."",Neutral"
The history test grade is now the world's biggest mystery,Neutral
This is not just a video this is a message,Positive
He could use the PJ to take people places for money,Neutral
“days? Bro I can barely survive hours in economy class.”,Neutral
I LOVE seeing Nolan Happy,Positive
This genuinely made me cry bro,Positive
yea,Neutral
Bro destroy other brands,Neutral
The way he comforts himself when he loses the lambo,Neutral
it is amazing....,Positive
Coach Wall is legend for all our heart,Positive
I will try to donate as much as I can,Positive
This is actually so cool to see, safe to say you have more than a million,Positive
This really makes you wonder how many broken up couples would get back together if given the time and space.,Neutral
Bro you've become the biggest youtuber in the world,Positive
I love mrbeast,Positive
jimmys video schedule has gotten a lot better,Positive
hours in space next challenge,Neutral
losing your dad and then someone who supported you for days is just heartbreaking,Positive
Next videos: The most expensive marriage of all time. Mine.,Neutral
Congratulations to all of you. Orkun, you are our pride and joy.,Positive
Coach wall was probably one of the kindest people I have seen.,Positive
I've been to that hotel it's a w,Positive
To your date. Nolan’s date experience was really funny ./ video of course,Positive
So nice,Positive
Best couple was nolan and tom the Turkey,Neutral
Love this video,Positive
This made me almost tear up. Hard hitting. I love this video,Positive
Who is watching from Nepal,Neutral
We made the right person famous,Positive
This genuinely made me cry bro,Positive
So happy to have been a part of this,Positive
that canon is crazy,Positive
CHANDLER! WHAT A MOMENT!,Positive
